epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,466.618,0.92011,0.73989,1.0498,0.76125,0.60039,0.65487,0.39107,1.31265,0.95921,1.27716,0.000178356,0.000178356,0.000178356
76,472.607,0.94585,0.76532,1.05961,0.80383,0.58614,0.64561,0.39544,1.30011,0.96616,1.26369,0.000171752,0.000171752,0.000171752
77,478.566,0.9213,0.73137,1.04543,0.82775,0.5775,0.64141,0.39493,1.30879,0.99555,1.26822,0.000165149,0.000165149,0.000165149
78,484.665,0.93202,0.71641,1.03711,0.78318,0.60866,0.65364,0.39498,1.30096,0.94947,1.25996,0.000158546,0.000158546,0.000158546
79,490.885,0.88051,0.71987,1.02714,0.7787,0.61638,0.65067,0.39845,1.29358,0.9588,1.26403,0.000151943,0.000151943,0.000151943
80,496.976,0.90204,0.70919,1.03825,0.79911,0.60556,0.65185,0.39777,1.29083,0.95432,1.26062,0.000145339,0.000145339,0.000145339
81,503.081,0.88509,0.69301,1.02139,0.83399,0.60391,0.6533,0.39951,1.28468,0.94793,1.25565,0.000138736,0.000138736,0.000138736
82,509.106,0.87577,0.67966,1.01971,0.83727,0.59616,0.65027,0.39434,1.30317,0.95872,1.2658,0.000132133,0.000132133,0.000132133
83,514.999,0.88665,0.7018,1.04067,0.82758,0.60218,0.65764,0.40134,1.28225,0.97042,1.24959,0.000125529,0.000125529,0.000125529
84,521.042,0.89959,0.71085,1.03587,0.84243,0.59545,0.65131,0.40044,1.27007,0.98204,1.24429,0.000118926,0.000118926,0.000118926
85,527.059,0.88976,0.68517,1.02493,0.83728,0.58505,0.65014,0.39915,1.2918,0.95892,1.26115,0.000112323,0.000112323,0.000112323
86,533.083,0.88922,0.70758,1.02713,0.8102,0.59755,0.64902,0.39429,1.28878,0.96278,1.26213,0.00010572,0.00010572,0.00010572
87,539.002,0.8784,0.69566,1.03396,0.81772,0.59157,0.64638,0.39136,1.30024,0.97525,1.26849,9.91162e-05,9.91162e-05,9.91162e-05
88,545.234,0.87807,0.68917,1.02268,0.80074,0.60144,0.64895,0.39455,1.29092,0.95615,1.25695,9.25129e-05,9.25129e-05,9.25129e-05
89,551.218,0.88001,0.69131,1.0194,0.82344,0.59282,0.65359,0.39768,1.28346,0.94117,1.25553,8.59096e-05,8.59096e-05,8.59096e-05
90,557.214,0.86054,0.69994,1.01125,0.78917,0.60817,0.65213,0.40183,1.28529,0.94733,1.25235,7.93063e-05,7.93063e-05,7.93063e-05
91,565.043,0.91252,0.7541,1.04232,0.79331,0.58549,0.63018,0.38711,1.30115,1.01999,1.26325,7.2703e-05,7.2703e-05,7.2703e-05
92,570.995,0.86739,0.68725,1.00377,0.75767,0.60662,0.63519,0.38303,1.30872,0.9986,1.27379,6.60997e-05,6.60997e-05,6.60997e-05
93,576.977,0.84782,0.69896,0.99534,0.79734,0.58852,0.64313,0.38541,1.29489,0.98521,1.26855,5.94964e-05,5.94964e-05,5.94964e-05
94,582.903,0.85708,0.679,0.9821,0.78242,0.60172,0.64223,0.38499,1.29324,0.97858,1.26698,5.28931e-05,5.28931e-05,5.28931e-05
95,588.784,0.82123,0.64887,0.99204,0.82143,0.58857,0.64408,0.38801,1.28412,0.97549,1.25929,4.62898e-05,4.62898e-05,4.62898e-05
96,594.846,0.82112,0.64824,0.98215,0.83708,0.58758,0.64648,0.39006,1.29172,0.97783,1.26793,3.96865e-05,3.96865e-05,3.96865e-05
97,600.995,0.81491,0.64056,0.98438,0.83353,0.57892,0.64246,0.38765,1.29144,0.97111,1.26783,3.30832e-05,3.30832e-05,3.30832e-05
98,606.868,0.8179,0.64737,0.98878,0.81444,0.58703,0.63963,0.39037,1.29393,0.9649,1.27,2.64799e-05,2.64799e-05,2.64799e-05
99,612.723,0.81699,0.65413,0.99113,0.82882,0.58488,0.64104,0.39202,1.29345,0.96719,1.26943,1.98766e-05,1.98766e-05,1.98766e-05
100,618.633,0.8268,0.65704,0.99037,0.82618,0.59375,0.64463,0.39333,1.29237,0.97061,1.27273,1.32733e-05,1.32733e-05,1.32733e-05
