epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.6295,1.55622,4.03519,1.47252,0.01349,0.11776,0.0358,0.02343,1.40095,4.03358,1.34863,0.00019343,0.00019343,0.00019343
2,18.2436,1.53951,3.37174,1.4274,0.01545,0.24286,0.10154,0.05611,1.55353,3.7067,1.41472,0.000389634,0.000389634,0.000389634
3,25.4122,1.56081,2.64634,1.42184,0.76277,0.12606,0.18137,0.09529,1.6594,2.8465,1.51961,0.000581876,0.000581876,0.000581876
4,31.7878,1.54971,2.21115,1.42326,0.67062,0.16516,0.24726,0.1215,1.69277,2.48321,1.55717,0.00064719,0.00064719,0.00064719
5,37.9086,1.50646,2.00692,1.38467,0.5777,0.31668,0.34534,0.18118,1.62804,1.97723,1.50962,0.000640587,0.000640587,0.000640587
6,45.5771,1.44986,1.8349,1.36475,0.57174,0.27901,0.28941,0.14745,1.8031,2.32817,1.69388,0.000633983,0.000633983,0.000633983
7,51.5988,1.46639,1.77583,1.39234,0.48576,0.37272,0.41056,0.21444,1.68958,1.8894,1.54148,0.00062738,0.00062738,0.00062738
8,57.6655,1.48126,1.72178,1.37454,0.52005,0.38337,0.42288,0.21371,1.6171,1.74947,1.4998,0.000620777,0.000620777,0.000620777
9,63.7468,1.46716,1.63338,1.34373,0.42924,0.39177,0.39022,0.19077,1.77329,1.87809,1.5684,0.000614174,0.000614174,0.000614174
10,69.9281,1.41457,1.5862,1.33865,0.56574,0.44812,0.45415,0.23542,1.57085,1.67755,1.46071,0.00060757,0.00060757,0.00060757
11,76.2614,1.40153,1.49442,1.30752,0.57784,0.44893,0.47784,0.26112,1.54851,1.59741,1.44345,0.000600967,0.000600967,0.000600967
12,82.4532,1.35552,1.46366,1.28192,0.57565,0.37475,0.41655,0.222,1.60583,1.8325,1.46853,0.000594364,0.000594364,0.000594364
13,88.4375,1.36211,1.43771,1.29338,0.71841,0.43932,0.48896,0.25869,1.56182,1.47652,1.45954,0.00058776,0.00058776,0.00058776
14,94.5485,1.33032,1.39239,1.26936,0.68657,0.44524,0.51531,0.27639,1.49409,1.5143,1.40374,0.000581157,0.000581157,0.000581157
15,100.613,1.26833,1.34515,1.24991,0.6736,0.4866,0.53244,0.29504,1.46526,1.37099,1.3876,0.000574554,0.000574554,0.000574554
16,106.716,1.32652,1.3429,1.263,0.66666,0.48705,0.53362,0.30095,1.48282,1.39746,1.40618,0.00056795,0.00056795,0.00056795
17,112.767,1.32173,1.32191,1.27323,0.65957,0.46593,0.5287,0.28483,1.54305,1.46673,1.44443,0.000561347,0.000561347,0.000561347
18,118.763,1.25476,1.27547,1.22929,0.63593,0.53328,0.54674,0.30278,1.48835,1.40483,1.41127,0.000554744,0.000554744,0.000554744
19,124.812,1.27883,1.28924,1.22517,0.68073,0.52438,0.56292,0.3231,1.45124,1.3277,1.36101,0.000548141,0.000548141,0.000548141
20,131.166,1.22736,1.24526,1.2209,0.68168,0.51574,0.55393,0.31828,1.47741,1.37764,1.38121,0.000541537,0.000541537,0.000541537
21,137.21,1.24643,1.18684,1.22701,0.7557,0.47782,0.54998,0.30921,1.47565,1.30318,1.39124,0.000534934,0.000534934,0.000534934
22,143.224,1.24628,1.20818,1.2184,0.64183,0.5479,0.56915,0.31473,1.49841,1.35304,1.42264,0.000528331,0.000528331,0.000528331
23,149.292,1.24071,1.18848,1.20321,0.6777,0.53936,0.56833,0.30278,1.52933,1.32552,1.414,0.000521727,0.000521727,0.000521727
24,155.311,1.19781,1.17701,1.21026,0.66109,0.51147,0.55956,0.31095,1.49878,1.31445,1.39189,0.000515124,0.000515124,0.000515124
25,161.256,1.18951,1.15131,1.20171,0.63661,0.51376,0.55873,0.31071,1.4671,1.33296,1.38048,0.000508521,0.000508521,0.000508521
26,167.366,1.20429,1.13461,1.20634,0.67893,0.5399,0.58508,0.33739,1.46667,1.23624,1.38304,0.000501917,0.000501917,0.000501917
27,173.386,1.17454,1.09924,1.19175,0.70372,0.51398,0.56178,0.31842,1.4546,1.36637,1.38988,0.000495314,0.000495314,0.000495314
28,179.725,1.20788,1.09764,1.19343,0.72142,0.49508,0.55407,0.31708,1.45842,1.38758,1.38433,0.000488711,0.000488711,0.000488711
29,185.643,1.17951,1.10848,1.18653,0.68675,0.48981,0.55282,0.30989,1.48734,1.40695,1.40234,0.000482108,0.000482108,0.000482108
30,191.692,1.1762,1.10472,1.18106,0.66014,0.52888,0.57012,0.32726,1.44204,1.29543,1.36742,0.000475504,0.000475504,0.000475504
31,197.69,1.18277,1.09049,1.19736,0.77228,0.51499,0.5918,0.34047,1.44923,1.22275,1.36095,0.000468901,0.000468901,0.000468901
32,203.727,1.16318,1.0489,1.16553,0.78273,0.53228,0.58402,0.32762,1.45973,1.25234,1.37015,0.000462298,0.000462298,0.000462298
33,209.733,1.17468,1.06523,1.18099,0.73071,0.56459,0.5979,0.34077,1.44708,1.25918,1.3642,0.000455694,0.000455694,0.000455694
34,215.697,1.1219,1.01112,1.16324,0.70491,0.5613,0.59683,0.35318,1.40433,1.20398,1.33644,0.000449091,0.000449091,0.000449091
35,221.691,1.13459,0.98876,1.152,0.75217,0.54756,0.60229,0.35283,1.41158,1.19661,1.34152,0.000442488,0.000442488,0.000442488
36,227.956,1.12211,1.00967,1.1641,0.75182,0.54341,0.58968,0.34088,1.44101,1.20914,1.36829,0.000435884,0.000435884,0.000435884
37,233.97,1.1076,0.97529,1.15084,0.74851,0.55879,0.60163,0.3523,1.40445,1.20004,1.33111,0.000429281,0.000429281,0.000429281
38,240.095,1.11667,0.98133,1.133,0.77762,0.55,0.60155,0.34569,1.44473,1.20718,1.36471,0.000422678,0.000422678,0.000422678
39,246.039,1.12041,0.96427,1.15695,0.80312,0.5265,0.59887,0.35565,1.41437,1.1479,1.34592,0.000416075,0.000416075,0.000416075
40,252.102,1.10673,0.95399,1.14664,0.74365,0.52855,0.58509,0.34171,1.42853,1.17099,1.34899,0.000409471,0.000409471,0.000409471
41,258.11,1.12638,0.96195,1.12708,0.74004,0.53519,0.59154,0.33934,1.43139,1.16586,1.36194,0.000402868,0.000402868,0.000402868
42,264.14,1.10557,0.96816,1.13979,0.75883,0.5625,0.61189,0.36399,1.40858,1.15444,1.3556,0.000396265,0.000396265,0.000396265
43,270.165,1.06987,0.9333,1.13727,0.73801,0.56846,0.61706,0.36205,1.40583,1.10937,1.34413,0.000389661,0.000389661,0.000389661
44,277.653,1.0757,0.93006,1.11823,0.72331,0.55013,0.60332,0.35054,1.39354,1.11935,1.31739,0.000383058,0.000383058,0.000383058
45,283.617,1.0684,0.903,1.09942,0.75963,0.55661,0.60593,0.34871,1.41249,1.14406,1.33878,0.000376455,0.000376455,0.000376455
46,289.662,1.07284,0.9137,1.13093,0.7542,0.56632,0.60292,0.35667,1.39777,1.18465,1.34818,0.000369851,0.000369851,0.000369851
47,295.629,1.06646,0.89358,1.10777,0.77246,0.55765,0.60983,0.3576,1.39593,1.15571,1.34102,0.000363248,0.000363248,0.000363248
48,301.745,1.06189,0.88896,1.11759,0.83813,0.54291,0.61097,0.35507,1.40565,1.17039,1.34279,0.000356645,0.000356645,0.000356645
49,307.776,1.04081,0.85254,1.09417,0.77181,0.57903,0.61557,0.36395,1.39155,1.12344,1.33316,0.000350042,0.000350042,0.000350042
50,313.759,1.03088,0.86057,1.10987,0.75075,0.55286,0.60597,0.35843,1.37673,1.10538,1.31483,0.000343438,0.000343438,0.000343438
51,319.743,1.04261,0.85253,1.10253,0.80832,0.5436,0.61952,0.35973,1.40668,1.12881,1.33442,0.000336835,0.000336835,0.000336835
52,326.015,1.01296,0.83347,1.08568,0.80635,0.54227,0.60191,0.36583,1.41784,1.15233,1.35314,0.000330232,0.000330232,0.000330232
53,332.121,1.00794,0.83079,1.09553,0.76811,0.58396,0.61493,0.37048,1.38162,1.09314,1.33954,0.000323628,0.000323628,0.000323628
54,338.284,1.01943,0.84707,1.08247,0.78678,0.57838,0.6165,0.37134,1.37522,1.09533,1.31986,0.000317025,0.000317025,0.000317025
55,344.304,1.02852,0.8248,1.08152,0.75621,0.5807,0.62731,0.36933,1.38508,1.10128,1.33823,0.000310422,0.000310422,0.000310422
