epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,377.312,1.09941,0.93485,1.1578,0.81896,0.55069,0.62278,0.35831,1.44369,1.15216,1.44474,0.000396265,0.000396265,0.000396265
43,385.81,1.07286,0.90313,1.14415,0.77544,0.54304,0.61573,0.35994,1.43086,1.14194,1.41418,0.000389661,0.000389661,0.000389661
44,394.464,1.07251,0.91868,1.13171,0.71882,0.58263,0.61441,0.34919,1.43152,1.18723,1.43944,0.000383058,0.000383058,0.000383058
45,402.899,1.04537,0.85833,1.115,0.73094,0.58326,0.62026,0.35035,1.43379,1.13727,1.44204,0.000376455,0.000376455,0.000376455
46,411.447,1.09726,0.90873,1.15227,0.79003,0.56579,0.61803,0.36638,1.41484,1.13096,1.43138,0.000369851,0.000369851,0.000369851
47,420.1,1.09186,0.88577,1.13429,0.78085,0.57733,0.62801,0.36171,1.43036,1.1425,1.42676,0.000363248,0.000363248,0.000363248
48,429.07,1.07729,0.87292,1.13299,0.80082,0.56373,0.62444,0.35789,1.41932,1.12737,1.41572,0.000356645,0.000356645,0.000356645
49,437.496,1.05617,0.85227,1.10806,0.73753,0.5766,0.62899,0.36231,1.41162,1.12293,1.41049,0.000350042,0.000350042,0.000350042
50,445.992,1.032,0.84222,1.11749,0.74241,0.57058,0.6235,0.3599,1.43206,1.12424,1.41125,0.000343438,0.000343438,0.000343438
51,454.527,1.00938,0.83213,1.10988,0.8036,0.56372,0.62457,0.37268,1.41372,1.12784,1.41521,0.000336835,0.000336835,0.000336835
52,463.07,1.03012,0.81928,1.10587,0.77942,0.55226,0.62206,0.36657,1.4135,1.11908,1.41116,0.000330232,0.000330232,0.000330232
53,471.702,1.06103,0.85891,1.1251,0.84366,0.57522,0.63617,0.36616,1.41461,1.12608,1.43143,0.000323628,0.000323628,0.000323628
54,480.593,1.03733,0.8461,1.10451,0.77258,0.58889,0.635,0.36923,1.40512,1.11492,1.4081,0.000317025,0.000317025,0.000317025
55,489.13,0.99931,0.79757,1.10266,0.76445,0.59977,0.63282,0.3786,1.37501,1.10941,1.40092,0.000310422,0.000310422,0.000310422
56,497.599,0.99492,0.79924,1.11862,0.82801,0.56838,0.6304,0.36765,1.42381,1.15629,1.41634,0.000303818,0.000303818,0.000303818
57,506.004,0.97596,0.7844,1.0959,0.8103,0.59759,0.64593,0.37809,1.40131,1.08153,1.41439,0.000297215,0.000297215,0.000297215
58,514.587,0.98704,0.7891,1.09654,0.78478,0.58994,0.6334,0.36867,1.40374,1.09504,1.40716,0.000290612,0.000290612,0.000290612
59,523.001,0.98546,0.77639,1.08224,0.74211,0.6047,0.63724,0.37856,1.39356,1.06828,1.40635,0.000284009,0.000284009,0.000284009
60,531.735,0.98598,0.79043,1.08709,0.80367,0.59347,0.6422,0.37572,1.44057,1.09435,1.44228,0.000277405,0.000277405,0.000277405
61,540.173,1.00033,0.78939,1.1013,0.83091,0.59333,0.64802,0.38145,1.4094,1.0868,1.42854,0.000270802,0.000270802,0.000270802
62,548.848,0.97973,0.76881,1.08487,0.7878,0.60229,0.65462,0.38047,1.38836,1.07232,1.41376,0.000264199,0.000264199,0.000264199
63,557.406,0.98835,0.77165,1.09384,0.7712,0.59561,0.64138,0.37695,1.38815,1.08888,1.40993,0.000257595,0.000257595,0.000257595
64,566.004,0.96487,0.75609,1.08001,0.77393,0.61053,0.65404,0.38411,1.40895,1.05732,1.42495,0.000250992,0.000250992,0.000250992
65,574.873,0.95141,0.74166,1.06848,0.83366,0.5718,0.65057,0.3797,1.38712,1.08432,1.40547,0.000244389,0.000244389,0.000244389
66,583.38,0.95573,0.74659,1.07507,0.77641,0.58953,0.63976,0.38394,1.37317,1.05989,1.39885,0.000237785,0.000237785,0.000237785
67,591.88,0.95108,0.75593,1.06513,0.81343,0.5767,0.64456,0.38328,1.36756,1.05834,1.38941,0.000231182,0.000231182,0.000231182
68,600.46,0.95963,0.74859,1.06634,0.77251,0.60759,0.64502,0.3817,1.36757,1.04964,1.40887,0.000224579,0.000224579,0.000224579
69,609.018,0.93103,0.72432,1.05534,0.80112,0.59586,0.64825,0.38274,1.37115,1.06261,1.40894,0.000217976,0.000217976,0.000217976
70,617.485,0.91828,0.72848,1.06549,0.80002,0.57954,0.644,0.38078,1.37458,1.08765,1.4069,0.000211372,0.000211372,0.000211372
71,626.181,0.91665,0.70575,1.06514,0.76419,0.59648,0.644,0.38285,1.38523,1.077,1.43569,0.000204769,0.000204769,0.000204769
72,634.701,0.91809,0.69565,1.04168,0.79298,0.57186,0.63562,0.37669,1.39285,1.08263,1.43357,0.000198166,0.000198166,0.000198166
73,643.216,0.90331,0.69003,1.04129,0.83944,0.56596,0.6441,0.38467,1.38414,1.08157,1.43928,0.000191562,0.000191562,0.000191562
74,651.733,0.91595,0.69252,1.04481,0.7883,0.58993,0.64557,0.37362,1.42017,1.07654,1.45418,0.000184959,0.000184959,0.000184959
75,660.155,0.90043,0.69584,1.03979,0.77891,0.57879,0.64156,0.38226,1.38331,1.06228,1.42664,0.000178356,0.000178356,0.000178356
76,668.755,0.89805,0.69303,1.0564,0.75243,0.60761,0.64435,0.3776,1.38818,1.07539,1.4222,0.000171752,0.000171752,0.000171752
77,677.43,0.882,0.68512,1.03572,0.76986,0.60934,0.64831,0.38328,1.36029,1.02166,1.40661,0.000165149,0.000165149,0.000165149
78,685.983,0.9072,0.69282,1.04301,0.80566,0.60056,0.65343,0.38394,1.3745,1.02999,1.41896,0.000158546,0.000158546,0.000158546
79,694.622,0.86963,0.66899,1.03206,0.80633,0.61202,0.65708,0.3848,1.37745,1.04893,1.4275,0.000151943,0.000151943,0.000151943
80,703.075,0.8784,0.68415,1.031,0.78165,0.60503,0.65129,0.37883,1.38748,1.04345,1.42365,0.000145339,0.000145339,0.000145339
